"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_130020"	"#130020 EHLERS-DANLOS SYNDROME, TYPE III;;EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE;;EDS III;;EDS3;;BENIGN HYPERMOBILITY SYNDROME"	"327,340,370.31,374.3,386.2,395.1,427,442.1,442.4,443.8,456,513.31,523.1,550.4,557,560.4,563,687.4,701,701.2,704.2,728.2,735.1,737.3,740,741.2,742.2,745,770,789,830"
"OMIM_130050"	"EHLERS-DANLOS SYNDROME, TYPE IV, AUTOSOMAL DOMINANT"	"216,242.3,276.14,286,291.8,292.2,340,350.1,364.41,365,374,374.3,386.2,395.1,401.22,433.3,433.5,441.1,442,442.1,442.4,443.8,447,448,456,506,509,513.31,516.1,521.1,523.1,523.3,525.1,550.1,550.4,593,596,694.2,701,701.2,704.1,728.2,739,740,742.2"
"OMIM_614162"	"#614162 IMMUNODEFICIENCY 31C; IMD31C;;CANDIDIASIS, FAMILIAL, 7; CANDF7;;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL DOMINANT"	"112,244,250.2,283.1,465,561.1,569,743,939"
"OMIM_615802"	"#615802 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42; MRT42"	"315.3,331,345.3"
"OMIM_611390"	"#611390 SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3;;AUTOSOMAL RECESSIVE SPASTIC ATAXIA WITH LEUKOENCEPHALOPATHY; ARSAL"	"292.1,292.2,324,331,333.4,334.1,350.1,350.3,350.5,378.2,389,599.9,737.3"
"OMIM_607271"	"CASPASE 8 DEFICIENCY"	"289.4,465,480,495,561.1,579.2,939"
"OMIM_205100"	"#205100 AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2;;ALS, JUVENILE; ALSJ"	"292.1,292.11,333.4,334.1,334.2,334.21,350.1,350.2,350.5,352.2,532,772.1"
"OMIM_606353"	"PRIMARY LATERAL SCLEROSIS, JUVENILE"	"292.1,331,334.1,334.2,342,350.1,350.2,350.3,350.5,352.2,378.2,532,772.1,772.2,772.3"
"OMIM_607225"	"#607225 SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP"	"292.1,292.11,334.1,334.2,342,344,350.5,378,599.4,727.7,737.3,772.2,772.3"
"OMIM_616100"	"#616100 AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V; ALPS5;;CTLA4 HAPLOINSUFFICIENCY WITH AUTOIMMUNE INFILTRATION; CHAI"	"283.1,287.31,289.4,465,561.1,573.3,579.2,696.4,939"
"OMIM_604307"	"#604307 CATARACT 2, MULTIPLE TYPES; CTRCT2;;CATARACT 2, MULTIPLE TYPES, WITH OR WITHOUT MICROCORNEA;;CATARACT, COPPOCK-LIKE; CCL"	"368.1,368.9,378.2"
"OMIM_237300"	"#237300 CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO;;CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY;;CPS I DEFICIENCY"	"276.42,315.3,334.1,345.3,348.2,348.7,350.3,433.21,509,789,798"
"OMIM_242500"	"#242500 ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B;;ICHTHYOSIS CONGENITA, HARLEQUIN FETUS TYPE;;HARLEQUIN ICHTHYOSIS; HI;;'HARLEQUIN FETUS'"	"242.3,276.5,300,366,374.1,427.42,465,509,701.1,741.2,783"
"OMIM_601894"	"#601894 GLOMERULOPATHY WITH FIBRONECTIN DEPOSITS 2; GFND2;;GLOMERULAR NEPHRITIS, FAMILIAL, WITH FIBRONECTIN DEPOSITS;;FIBRONECTIN GLOMERULOPATHY"	"189.11,269,401,580,585.3,588,593.2"
"OMIM_118800"	"#118800 PAROXYSMAL NONKINESIGENIC DYSKINESIA 1; PNKD1;;PAROXYSMAL DYSTONIC CHOREOATHETOSIS; PDC;;CHOREOATHETOSIS, FAMILIAL PAROXYSMAL; FPD1;;MOUNT-REBACK SYNDROME;;CHOREOATHETOSIS, NONKINESIGENIC;;DYSTONIA 8; DYT8"	"292.1,333,333.3,358,532,723.1"
"OMIM_124000"	"#124000 MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1"	"251.1,276.41,292.6,296.2,315.3,331,334.1,345.3,348.8,350.1,350.3,350.5,362.7,366,389,425.1,571.5,573.6,575.1,575.2,580.32,772.3,772.4,798"
"OMIM_601419"	"#601419 MYOPATHY, MYOFIBRILLAR, 1; MFM1;;MYOPATHY, MYOFIBRILLAR, DESMIN-RELATED;;DESMINOPATHY, PRIMARY;;DESMIN-RELATED MYOPATHY; DRM;;INCLUSION BODY MYOPATHY 1, AUTOSOMAL DOMINANT, FORMERLY; IBM1, FORMERLY;;CARDIOMYOPATHY, DILATED, 1F AND LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE1D, FORMERLY;;CMD1F AND LGMD1D, FORMERLY;;CARDIOMYOPATHY, DILATED, WITH CONDUCTION DEFECT AND MUSCULAR DYSTROPHY;CDCD3, FORMERLY"	"334.2,350.5,352.2,359.1,425,425.1,427,428.1,561.1,563,772.3"
"OMIM_615325"	"#615325 MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2R; LGMD2R"	"352.2,359.1,739"
"OMIM_615510"	"#615510 ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR"	"315.3,337,350.2,350.3,375,378,378.2,379.4,389,458.1,530.5,532,701.1,705"
"OMIM_605909"	"PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET"	"290.1,296.2,300.1,332,333.4,350.1,350.5,599.9,781.2"
"OMIM_615395"	"#615395 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16; COXPD16"	"425.1,571.5,573.6"
"OMIM_203780"	"#203780 ALPORT SYNDROME, AUTOSOMAL RECESSIVE"	"269,364.4,366,367.1,389,401,580,585.3,593"
"OMIM_614507"	"#614507 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IR; CDG1R"	"350.3,378,530.11,563"
"OMIM_104200"	"#104200 ALPORT SYNDROME, AUTOSOMAL DOMINANT"	"269,275.53,366,367.1,389.1,401,580,580.1,585.3,593"
"OMIM_218800"	"#218800 CRIGLER-NAJJAR SYNDROME, TYPE I;;HYPERBILIRUBINEMIA, CRIGLER-NAJJAR TYPE I; HBLRCN1;;CRIGLER-NAJJAR SYNDROME"	"277.4,292.3,345.3,348.8,378.5,389,573.5"
"OMIM_146300"	"HYPOPHOSPHATASIA, ADULT"	"261.41,274.21,521.1,525.1,743.2"
"OMIM_610357"	"#610357 SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE; SPG30"	"334.1,350.1,350.2,350.3,350.5,356,596.5,772.1,772.3"
"OMIM_614255"	"#614255 MENTAL RETARDATION, AUTOSOMAL DOMINANT 9; MRD9"	"315.3,350.1,350.3"
"OMIM_259900"	"#259900 HYPEROXALURIA, PRIMARY, TYPE I; HP1;;OXALOSIS I;;GLYCOLIC ACIDURIA;;ALANINE-GLYOXYLATE AMINOTRANSFERASE DEFICIENCY;;PEROXISOMAL ALANINE:GLYOXYLATE AMINOTRANSFERASE DEFICIENCY;;HEPATIC AGT DEFICIENCY;;SERINE:PYRUVATE AMINOTRANSFERASE DEFICIENCY"	"276.41,356,362.3,377.1,377.3,426.2,440.22,443.8,443.9,585.2,593,594,743.2,782.6,791"
"OMIM_600721"	"#600721 D-2-@HYDROXYGLUTARIC ACIDURIA 1;;D2HGA;;D2HGA1"	"315.3,345.3,348.4,348.9,350.3,395.2,425,479,513.31,526.3,772.3,789.1"
"OMIM_616084"	"#616084 SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS,AND DEVELOPMENTAL DELAY; SIFD"	"276.41,280.1,285.3,331,334.1,345.3,350.3,362.7,389.1,425"
"OMIM_117360"	"#117360 SPINOCEREBELLAR ATAXIA 29; SCA29;;CEREBELLAR ATAXIA, CONGENITAL NONPROGRESSIVE, AUTOSOMAL DOMINANT;CNPCA;;CEREBELLAR VERMIS APLASIA;;APLASIA OF CEREBELLAR VERMIS; ACV"	"292.1,292.2,333.1,334.1,350.2,350.3,378.2"
"OMIM_607801"	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C"	"359.1,770,771.2"
"OMIM_615238"	"#615238 LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5; FPLD5;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH CIDEC MUTATIONS"	"272.12,277.51,571.5,573.3,701.6"
"OMIM_193300"	"#193300 VON HIPPEL-LINDAU SYNDROME; VHLVON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED"	"149.9,157,189.1,189.11,194,209,227.1,228,292.1,331.1,340,342,350.2,350.3,361,365,366,367.9,377,378.2,386.2,389.1,389.4,401,401.1,427,448,577.3,586.2,705.8,789"
"OMIM_263400"	"#263400 ERYTHROCYTOSIS, FAMILIAL, 2; ECYT2;;ERYTHROCYTOSIS, AUTOSOMAL RECESSIVE BENIGN;;POLYCYTHEMIA, VHL-DEPENDENT;;POLYCYTHEMIA, CHUVASH TYPE"	"228,276.6,339,430.2,433.21,444.1,454,458,798"
"OMIM_612389"	"#612389 PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B"	"331,333,333.3,333.4,345.3,348.9,350.1,350.3,350.5,772.2"
"OMIM_604400"	"#604400 ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5; ARVD5;;ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 5; ARVC5"	"425.1,426.32,427.12,427.42,427.6,427.9"
"OMIM_614302"	"#614302 EMERY-DREIFUSS MUSCULAR DYSTROPHY 7, AUTOSOMAL DOMINANT; EDMD7"	"359.1,427.21,427.8,772.1,772.3"
"OMIM_278720"	"#278720 XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C; XPC;;XPCC;;XP, GROUP C;;XERODERMA PIGMENTOSUM III; XP3"	"172.1,172.21,172.22,368.9,369.5,370,374.1,448,694,694.2,938"
"OMIM_603034"	"#603034 ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY; EAD;;ENGEL CONGENITAL MYASTHENIC SYNDROME;;MYASTHENIC SYNDROME, CONGENITAL, ENGEL TYPE;;CONGENITAL MYASTHENIC SYNDROME TYPE IC; CMS1C;;CMS IC"	"292.1,350.3,374.3,378.5,509,532,737.2,737.3,772.1,772.3,798,799"
"OMIM_253260"	"BIOTINIDASE DEFICIENCYMULTIPLE CARBOXYLASE DEFICIENCY, LATE-ONSET"	"276.41,291.8,331,334.1,345.3,350.3,362.7,367.1,367.9,368.4,369.5,371.9,377.1,389,389.1,509,513.31,513.4,561.1,573.3,579.2,686,687.1,690.1,704.1,706.8,707,772.2,772.3,789,798"
"OMIM_616201"	"#616201 CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA; CAID"	"394.2,395.4,427.21,427.22,427.8"
"OMIM_615273"	"#615273 CONGENITAL DISORDER OF DEGLYCOSYLATION; CDDG;;CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IV; CDG1V;;CDG IV; CDGIV"	"350.1,350.3,356,573.6"
"OMIM_230600"	"#230600 GM1-GANGLIOSIDOSIS, TYPE II;;GANGLIOSIDOSIS, GENERALIZED GM1, JUVENILE TYPE;;GANGLIOSIDOSIS, GENERALIZED GM1, TYPE II;;GANGLIOSIDOSIS, GENERALIZED GM1, TYPE 2GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED"	"292,331,334.1,345.11,348.9,350.2,377.1,736.3"
"OMIM_253010"	"#253010 MUCOPOLYSACCHARIDOSIS TYPE IVB;;MORQUIO SYNDROME B;;MPS IVB; MPS4B"	"334,364.1,389,394.1,440,465,510,521.1,524.3,526.3,550.1,573.3,720,728.2,736.3,736.4,737.1,737.2,737.3,743.1"
"OMIM_113900"	"#113900 PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IA; PFHB1A;;PFHBIA;;HEART BLOCK, PROGRESSIVE FAMILIAL, TYPE I; PFHBI;;LENEGRE-LEV DISEASE;;CARDIAC CONDUCTION DEFECT, PROGRESSIVE; PCCD;;BUNDLE BRANCH BLOCK;;HEREDITARY BUNDLE BRANCH SYSTEM DEFECT; HBBDHEART BLOCK, NONPROGRESSIVE, INCLUDED;;CARDIAC CONDUCTION DEFECT, NONPROGRESSIVE, INCLUDED"	"426,426.31,426.32,427.42,512.7,788"
"OMIM_601154"	"#601154 CARDIOMYOPATHY, DILATED, 1E; CMD1E;;CARDIOMYOPATHY, DILATED, WITH CONDUCTION DISORDER AND ARRHYTHMIA;;CARDIOMYOPATHY, DILATED, WITH CONDUCTION DEFECT 2; CDCD2"	"425,426.2,426.31,426.32,427.21,427.22,427.9,428.1,433.21,788"
"OMIM_603830"	"#603830 LONG QT SYNDROME 3; LQT3LONG QT SYNDROME 3, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED;;LONG QT SYNDROME 2/3, DIGENIC, INCLUDED; LQT2/3, DIGENIC, INCLUDED;;LONG QT SYNDROME 3/6, DIGENIC, INCLUDED; LQT3/6, DIGENIC, INCLUDED"	"426.8,427.41,427.42,788"
"OMIM_608567"	"#608567 SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE; SSS1;;SINUS RHYTHM, CONGENITAL ABSENCE OF;;SINUS NODE DISEASE, FAMILIAL, AUTOSOMAL RECESSIVE;;SICK SINUS SYNDROME, CONGENITAL;;SINUS BRADYCARDIA SYNDROME, FAMILIAL"	"426.2,426.8,427.6,427.8"
"OMIM_614022"	"#614022 ATRIAL FIBRILLATION, FAMILIAL, 10; ATFB10"	"395.3,416,427.1,427.21,427.22"
"OMIM_613728"	"#613728 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 10; SCAR10"	"292.1,315.3,333.1,334.1,350.1,350.3,350.5,378.2"
"OMIM_615994"	"#615994 BARDET-BIEDL SYNDROME 17; BBS17"	"278.1,292.2,362,362.7,585.3,586.2"
"OMIM_139090"	"#139090 GRAY PLATELET SYNDROME; GPS;;BLEEDING DISORDER, PLATELET-TYPE, 4; BDPLT4;;PLATELET ALPHA-GRANULE DEFICIENCY"	"286.9,287.3,289.1,477,579.2"
"OMIM_212138"	"#212138 CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY; CACTD;;CACT DEFICIENCY"	"251.1,345.3,348.7,350.3,416,425,426.2,427.12,427.42,427.6,427.8,458,573.3,573.6,772.3,772.4,798"
"OMIM_230350"	"#230350 GALACTOSE EPIMERASE DEFICIENCY;;GALE DEFICIENCY;;GALACTOSEMIA III;;UDP-GALACTOSE-4-EPIMERASE DEFICIENCY"	"260,292.2,315.3,350.3,366,389.1,573.3,573.5,579.2,789"
"OMIM_615352"	"#615352 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14;;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, GMPPB-RELATED;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2T; LGMD2T"	"315.3,345.3,350.3,359.1,366,378.2,425,509,772.3,798"
"OMIM_615444"	"#615444 CILIARY DYSKINESIA, PRIMARY, 22; CILD22;;CILIARY DYSKINESIA, PRIMARY, 22, WITH OR WITHOUT SITUS INVERSUS"	"381.1,471,472,475,496.2,496.3,509"
"OMIM_609924"	"AMINOACYLASE 1 DEFICIENCY"	"313.1,323,331,334.1,345.3,350.3,389.1,772.3"
"OMIM_220120"	"#220120 D-GLYCERIC ACIDURIA;;D-GLYCERIC ACIDEMIA;;GLYCERATE KINASE DEFICIENCY"	"276.41,315.3,331,333.2,345.3,348.8,350.1,350.3,350.5,389.1"
"OMIM_614327"	"#614327 TUMOR PREDISPOSITION SYNDROME; TPDS"	"165.1,172.1,190,225.1"
"OMIM_612015"	"#612015 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IN; CDG1N;;CDG IN; CDGIN"	"345.3,350.3,573.3"
"OMIM_615559"	"#615559 AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III; ALPS3;;IMMUNODEFICIENCY, COMMON VARIABLE, 9, FORMERLY; CVID9, FORMERLY"	"287.31,289.4,573.3,579.2,580,580.12,745"
"OMIM_615474"	"#615474 PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES; PASNA"	"276.14,276.42,343,345.1,377,401,415.21,416,594.1"
"OMIM_615267"	"#615267 HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA; HH18"	"350.6,389,743,743.1"
"OMIM_182230"	"#182230 SEPTOOPTIC DYSPLASIA;;DE MORSIER SYNDROMEPITUITARY HORMONE DEFICIENCY, COMBINED, 5, INCLUDED; CPHD5, INCLUDED;;GROWTH HORMONE DEFICIENCY WITH PITUITARY ANOMALIES, INCLUDED"	"253.2,253.3,253.5,278.1,292.2,313.3,327,342,345.3,350.6,367.9,377.1,377.3,378,378.2,389.1,530,563,705,706.8"
"OMIM_164500"	"SPINOCEREBELLAR ATAXIA 7 OPCA III OPCA WITH RETINAL DEGENERATION OPCA WITH MACULAR DEGENERATION AND EXTERNAL OPHTHALMOPLEGIA AUTOSOMAL DOMINANT CEREBELLAR ATAXIA, TYPE II ADCA, TYPE II"	"292.1,292.4,333.1,333.3,333.4,333.8,334.1,350.1,350.3,350.5,362.2,362.7,367.9,377.1,378.2,532"
"OMIM_613832"	"#613832 EPILEPSY, PROGRESSIVE MYOCLONIC 5; EPM5"	"292.1,292.4,345.11,350.2,350.3,350.5,356,378.2"
"OMIM_616165"	"#616165 NEMALINE MYOPATHY 10; NEM10"	"334.2,350.3,352.2,378.5,772.1,772.3"
"OMIM_103470"	"ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS"	"367.8,367.9,368.9,378,378.2,386,389.1,694,694.2"
"OMIM_610628"	"#610628 HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA; HH4"	"250.2,278.1,345.3,350.6,743.1"
"OMIM_232500"	"#232500 GLYCOGEN STORAGE DISEASE IV; GSD4;;GSD IV;;GLYCOGEN BRANCHING ENZYME DEFICIENCY;;GBE1 DEFICIENCY;;ANDERSEN DISEASE;;BRANCHER DEFICIENCY;;GLYCOGENOSIS IV;;AMYLOPECTINOSIS;;CIRRHOSIS, FAMILIAL, WITH DEPOSITION OF ABNORMAL GLYCOGENGSD IV, CLASSIC HEPATIC, INCLUDED;;GSD IV, NONPROGRESSIVE HEPATIC, INCLUDED;;GSD IV, NEUROMUSCULAR FORM, FATAL PERINATAL, INCLUDED;;GSD IV, NEUROMUSCULAR FORM, CONGENITAL, INCLUDED;;GSD IV, NEUROMUSCULAR FORM, CHILDHOOD, INCLUDED;;GSD IV, NEUROMUSCULAR FORM, ADULT, WITH ISOLATED MYOPATHY, INCLUDED"	"350.3,350.5,425,530.2,571.5,571.51,571.81,572,573,580.4,772.1,772.3,782.3"
"OMIM_263570"	"POLYGLUCOSAN BODY DISEASE, ADULT FORM"	"292.2,342,344,350.2,350.3,356,596.5,687.4,707,741.2,772.2,772.3"
"OMIM_600795"	"FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED"	"191.11,290.12,292.1,292.11,292.3,312,313.2,315.1,331,333.2,333.4,350.2,350.5,599.4"
"OMIM_614696"	"#614696 AMYOTROPHIC LATERAL SCLEROSIS 17; ALS17;;AMYOTROPHIC LATERAL SCLEROSIS, CHMP2B-RELATED"	"290.12,292.1,334.2,334.21,350.1,350.5,532,772.1,772.3"
"OMIM_612336"	"THROMBOPHILIA, HEREDITARY, DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL"	"286.8,415.11,433.2,444,451"
"OMIM_614514"	"#614514 THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL RECESSIVE; THPH6"	"286.8,367.9,415.11,433.2,444,451"
"OMIM_121300"	"#121300 COPROPORPHYRIA, HEREDITARY; HCP;;COPROPORPHYRINOGEN OXIDASE DEFICIENCY;;CPOX DEFICIENCY;;CPO DEFICIENCY;;CPX DEFICIENCYHARDEROPORPHYRIA, INCLUDED"	"276.12,291.8,292.6,295.2,296.2,300.1,327.4,356,401,427.7,509.1,513.8,561.1,563,573.3,573.5,579.2,694.2,745,770,785,789,938"
"OMIM_604484"	"#604484 HEREDITARY MOTOR AND SENSORY NEUROPATHY, PROXIMAL TYPE; HMSNP;;NEUROPATHY, HEREDITARY MOTOR AND SENSORY, OKINAWA TYPE; HMSNO"	"272.1,333.1,334.2,344,350.1,350.2,356,357,687.4,772.1,772.3"
"OMIM_615658"	"#615658 SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE; SPG57"	"334.1,350.5,367.9,377.1"
"OMIM_613581"	"#613581 RETINITIS PIGMENTOSA 56; RP56MACULOPATHY, IMPG2-RELATED, INCLUDED"	"362.7,366,367.9,368"
"OMIM_203500"	"ALKAPTONURIA"	"274.21,379,394.2,395.1,401,411.4,440.9,447.7,594.1,694.2,716,722.6,722.9,737.1,740,741.2,741.4,742.8,743.1,745,760"
"OMIM_276880"	"#276880 UROCANASE DEFICIENCY"	"312,315.3,333.1,334.1,378.2"
"OMIM_614038"	"#614038 LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA;;EMBERGER SYNDROME"	"200,204,260,284.1,286.8,287.3,289.4,292.1,340,367.9,377.1,381.1,386.2,389.1,430,450,465,509,573.3,579.2,681,782.6,789"
"OMIM_614172"	"#614172 IMMUNODEFICIENCY 21; IMD21;;DENDRITIC CELL, MONOCYTE, B LYMPHOCYTE, AND NATURAL KILLER LYMPHOCYTEDEFICIENCY; DCML;;MONOCYTOPENIA AND MYCOBACTERIAL INFECTION SYNDROME; MONOMAC;;MONOCYTOPENIA WITH SUSCEPTIBILITY TO MYCOBACTERIAL, FUNGAL, AND PAPILLOMAVIRUSINFECTIONS AND MYELODYSPLASIA;;COMBINED IMMUNODEFICIENCY WITH SUSCEPTIBILITY TO MYCOBACTERIAL, VIRAL,AND FUNGAL INFECTIONS"	"031,079,117,284"
"OMIM_611126"	"#611126 ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9, DEFICIENCY OF;;ACAD9 DEFICIENCY;;MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY"	"251.1,276.41,287.3,348.2,348.8,350.3,425,425.1,428.1,433.21,571.5,573,573.6,772.3,798"
"OMIM_602668"	"DYSTROPHIA MYOTONICA 2"	"250.2,359.1,366,427.7,427.9,770,772.1,772.3"
"OMIM_613731"	"RETINITIS PIGMENTOSA 4"	"362.7,366,368,368.4"
"OMIM_275120"	"THYROTROPIN-RELEASING HORMONE DEFICIENCY"	"244.2,315.3,473.4,563,706.8,772.3"
"OMIM_169600"	"BENIGN CHRONIC PEMPHIGUS"	"695,695.2,701.1,707"
"OMIM_208540"	"#208540 RENAL-HEPATIC-PANCREATIC DYSPLASIA; RHPD"	"394.1,571,571.51,571.6,573,573.3,575.2,575.8,577,577.3,585.2,586.2"
"OMIM_604387"	"#604387 NEPHRONOPHTHISIS 3; NPHP3;;NPH3"	"276.8,571,580.4,585.2,586.2,599.5"
"OMIM_209300"	"ATRANSFERRINEMIA"	"244,280.1,428.1,716"
"OMIM_614564"	"#614564 CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL; FCTCS;;TELANGIECTASIA, CUTANEOUS, AND CANCER SYNDROME, FAMILIAL"	"174,448,521.1,704.1"
"OMIM_613507"	"#613507 GLYCOGEN STORAGE DISEASE XV; GSD15;;GSD XV;;GLYCOGENIN DEFICIENCY;;GYG1 DEFICIENCY"	"426.31,427,772.3"
"OMIM_604290"	"ACERULOPLASMINEMIAHYPOCERULOPLASMINEMIA, INCLUDED"	"244,250.2,275.1,285,290.1,292.1,292.3,333.1,333.3,333.4,334.1,350.3,362,362.3,428.1,723.1,772.2"
"OMIM_616291"	"#616291 LICHTENSTEIN-KNORR SYNDROME; LIKNS;;SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 19; SCAR19"	"292.1,333.1,334.1,350.3,378.2"
"OMIM_609060"	"#609060 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1; COXPD1;;HEPATOENCEPHALOPATHY, EARLY FATAL PROGRESSIVE"	"276.41,331,345.3,348.4,350.1,350.3,350.5,378.2,573.3,573.4,575.2,637"
"OMIM_604218"	"ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES; FENIB"	"290.1,292.1,331,333.2,345.3,348.8,368.2,378.2,687.4"
"OMIM_615725"	"#615725 RETINITIS PIGMENTOSA 68; RP68"	"362.7,368,368.4,377.1"
"OMIM_227810"	"#227810 FANCONI-BICKEL SYNDROME; FBS;;HEPATORENAL GLYCOGENOSIS WITH RENAL FANCONI SYNDROME;;HEPATIC GLYCOGENOSIS WITH FANCONI NEPHROPATHY;;HEPATIC GLYCOGENOSIS WITH AMINO ACIDURIA AND GLUCOSURIA;;FANCONI SYNDROME WITH INTESTINAL MALABSORPTION AND GALACTOSE INTOLERANCE;;PSEUDO-PHLORIZIN DIABETES;;GLYCOGENOSIS, FANCONI TYPE;;GLYCOGEN STORAGE DISEASE XI"	"250.5,260.6,261.41,275.53,276.14,276.41,557,579,586"
"OMIM_615185"	"#615185 CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F; CMTDIF"	"350.2,350.5,356,687.4,735.21"
"OMIM_210200"	"#210200 3-@METHYLCROTONYL-COA CARBOXYLASE 1 DEFICIENCY;;MCCD TYPE 1;;MCC1 DEFICIENCY;;3-@METHYLCROTONYLGLYCINURIA I;;METHYLCROTONYLGLYCINURIA TYPE I"	"250.5,251.1,276.41,315.3,345.3,348.7,350.1,350.3,350.5,571.5,789,798"
"OMIM_615651"	"#615651 LEUKOENCEPHALOPATHY WITH ATAXIA; LKPAT"	"324,334.1,339,362.31,368.4,377.3"
"OMIM_615605"	"#615605 FANCONI RENOTUBULAR SYNDROME 3; FRTS3"	"250.5,261.41,269,275.53,276.41"
"OMIM_614292"	"#614292 MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION; MCVD"	"360.2,361,362.7,366,379.3"
"OMIM_248250"	"#248250 HYPOMAGNESEMIA 3, RENAL; HOMG3;;HYPOMAGNESEMIA, PRIMARY, DUE TO DEFECT IN RENAL TUBULAR TRANSPORTOF MAGNESIUM;;HYPOMAGNESEMIA, ISOLATED RENAL;;HYPOMAGNESEMIA, FAMILIAL, WITH HYPERCALCIURIA AND NEPHROCALCINOSISHYPERCALCIURIA, CHILDHOOD, SELF-LIMITING, INCLUDED"	"275.3,276.8,345.3,350.1,367.1,367.2,367.8,378,378.2,585.3,588,591,593,594.1,599.5,785"
"OMIM_125250"	"#125250 OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY,ATAXIA, AND NEUROPATHY;;DOMINANT OPTIC ATROPHY PLUS SYNDROME; DOA+"	"334.1,356,359.2,367.9,368.4,368.5,374.3,377.1,378,378.2,378.5,389.1"
"OMIM_165500"	"OPTIC ATROPHY 1"	"334.1,367.9,368.4,368.5,377.1,378,378.2,772.3"
"OMIM_615705"	"#615705 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 15; SCAR15;;SALIH ATAXIA"	"292.1,315.3,334.1,345.3,350.2,350.5,378.2"
